number	bait	prey	IPTM	PTM	IPTMavg	PTMavg	RATIO	PEAK	PEAKavg	scaled_PEAK	scaled_PEAKavg	max_scaled_PEAK	mean_top3_scaled_PEAK
343	hsUBA5	P49458	0.235:0.205:0.201:0.199:0.169	0.615:0.612:0.608:0.608:0.597	0.2018	0.608	0.331908	13.05:14.45:14.85:14.7:18.42	15.094	0.565:0.518:0.505:0.51:0.386	0.497	0.565	0.531
877	hsUFC1	Q8WXB1	0.235:0.229:0.197:0.172:0.0995	0.578:0.578:0.565:0.555:0.534	0.1865	0.562	0.331851	10.14:12.55:11.69:14.62:22.48	14.296	0.662:0.582:0.61:0.513:0.251	0.523	0.662	0.618
501	hsUBA5	Q9NRP0	0.207:0.201:0.177:0.151:0.15	0.547:0.535:0.535:0.533:0.52	0.1772	0.534	0.331835	11.44:15.45:16.75:15.83:15.35	14.964	0.619:0.485:0.442:0.472:0.488	0.501	0.619	0.5306666666666666
813	hsUFC1	Q8N4F7	0.191:0.159:0.152:0.142:0.144	0.509:0.466:0.478:0.495:0.428	0.1576	0.4752	0.33165	14.76:18.11:18.69:19.88:19.88	18.264	0.508:0.396:0.377:0.337:0.337	0.391	0.508	0.427
1429	hsUFC1	Q9H6J7	0.183:0.17:0.155:0.154:0.14	0.499:0.479:0.486:0.483:0.473	0.1604	0.484	0.331405	11.2:11.36:14.66:13.62:15.84	13.336	0.627:0.621:0.511:0.546:0.472	0.555	0.627	0.598
522	hsUBA5	P86790	0.21:0.187:0.176:0.168:0.165	0.566:0.541:0.544:0.539:0.544	0.1812	0.5468	0.331383	15.01:16.69:19.61:20.27:19.66	18.248	0.5:0.444:0.346:0.324:0.345	0.392	0.5	0.43
1195	hsUFC1	Q6PID6	0.159:0.147:0.126:0.127:0.115	0.429:0.419:0.411:0.39:0.387	0.1348	0.4072	0.331041	14.61:13.02:18.67:20.08:21.36	17.548	0.513:0.566:0.378:0.331:0.288	0.415	0.566	0.48566666666666664
743	hsUBA5	Q16518	0.234:0.197:0.186:0.185:0.184	0.604:0.594:0.594:0.593:0.594	0.1972	0.5958	0.330984	17.02:18.06:17.38:14.59:18.75	17.16	0.433:0.398:0.421:0.514:0.375	0.428	0.514	0.456
539	hsUBA5	Q9BZZ5	0.199:0.185:0.16:0.151:0.151	0.53:0.513:0.503:0.506:0.505	0.1692	0.5114	0.330856	8.29:16.97:16.64:20.66:16.05	15.722	0.724:0.434:0.445:0.311:0.465	0.476	0.724	0.5446666666666666
192	hsUBA5	Q9P1W3	0.207:0.196:0.186:0.182:0.172	0.573:0.572:0.578:0.562:0.567	0.1886	0.5704	0.330645	19.75:20.17:20.77:22.62:22.17	21.096	0.342:0.328:0.308:0.246:0.261	0.297	0.342	0.326
734	hsUBA5	O60493	0.185:0.184:0.162:0.16:0.157	0.519:0.514:0.509:0.514:0.509	0.1696	0.513	0.330604	16.22:15.13:16.88:14.92:17	16.03	0.459:0.496:0.437:0.503:0.433	0.466	0.503	0.486
799	hsUBA5	O94778	0.178:0.165:0.163:0.157:0.127	0.478:0.48:0.476:0.483:0.473	0.158	0.478	0.330544	14.46:13.84:16.58:15.48:22.73	16.618	0.518:0.539:0.447:0.484:0.242	0.446	0.539	0.5136666666666667
1282	hsUFC1	Q9BYD5	0.229:0.232:0.192:0.15:0.14	0.608:0.591:0.56:0.556:0.538	0.1886	0.5706	0.330529	10.4:7.7:10.38:11.05:11.73	10.252	0.653:0.743:0.654:0.632:0.609	0.658	0.743	0.6833333333333333
430	hsUBA5	Q14194	0.194:0.182:0.165:0.163:0.153	0.515:0.514:0.525:0.521:0.52	0.1714	0.519	0.33025	14.53:17.02:20.22:21.36:20.62	18.75	0.516:0.433:0.326:0.288:0.313	0.375	0.516	0.425
720	hsUBA5	P11234	0.191:0.185:0.167:0.166:0.133	0.514:0.52:0.508:0.509:0.499	0.1684	0.51	0.330196	15.2:15.57:15.26:17.88:21.05	16.992	0.493:0.481:0.491:0.404:0.298	0.434	0.493	0.48833333333333334
1119	hsUFC1	Q969R8	0.233:0.224:0.207:0.181:0.16	0.617:0.618:0.604:0.612:0.594	0.201	0.609	0.330049	12.32:12.26:14.66:16.06:21.55	15.37	0.589:0.591:0.511:0.465:0.282	0.488	0.591	0.5636666666666666
39	hsUBA5	Q9UMQ6	0.221:0.209:0.185:0.183:0.166	0.575:0.585:0.593:0.585:0.583	0.1928	0.5842	0.330024	8.15:9.08:21.23:20.03:19.48	15.594	0.728:0.697:0.292:0.332:0.351	0.48	0.728	0.592
1055	hsUFC1	O60749	0.3:0.154:0.139:0.139:0.131	0.528:0.513:0.533:0.514:0.527	0.1726	0.523	0.330019	13.96:17.19:23:23.94:24.61	20.54	0.535:0.427:0.233:0.202:0.18	0.315	0.535	0.3983333333333333
1320	hsUFC1	P56557	0.17:0.17:0.167:0.156:0.128	0.504:0.463:0.453:0.49:0.488	0.1582	0.4796	0.329858	12.48:14.37:14.56:14.02:16.53	14.392	0.584:0.521:0.515:0.533:0.449	0.52	0.584	0.546
623	hsUBA5	A4D161	0.169:0.146:0.144:0.143:0.143	0.465:0.45:0.45:0.448:0.446	0.149	0.4518	0.329792	14.48:18.09:19.73:19.84:18.53	18.134	0.517:0.397:0.342:0.339:0.382	0.396	0.517	0.432
508	hsUBA5	P49771	0.199:0.176:0.157:0.156:0.135	0.512:0.5:0.498:0.497:0.49	0.1646	0.4994	0.329596	12.49:15.69:17.41:15.67:19.89	16.23	0.584:0.477:0.42:0.478:0.337	0.459	0.584	0.513
724	hsUBA5	Q08116	0.176:0.174:0.167:0.152:0.148	0.5:0.498:0.493:0.495:0.493	0.1634	0.4958	0.329568	12.58:12.19:12.77:12.98:13.85	12.874	0.581:0.594:0.574:0.567:0.538	0.571	0.594	0.583
957	hsUFC1	P18054	0.294:0.259:0.241:0.238:0.215	0.763:0.767:0.749:0.754:0.755	0.2494	0.7576	0.329197	12.91:14.98:17.92:17.64:19.39	16.568	0.57:0.501:0.403:0.412:0.354	0.448	0.57	0.4943333333333333
478	hsUBA5	Q96NR8	0.185:0.154:0.15:0.144:0.133	0.47:0.463:0.473:0.462:0.459	0.1532	0.4654	0.329179	16.66:19.09:18.41:19.62:22.64	19.284	0.445:0.364:0.386:0.346:0.245	0.357	0.445	0.3983333333333333
1346	hsUFC1	Q96IV6	0.204:0.197:0.196:0.191:0.19	0.594:0.595:0.592:0.597:0.594	0.1956	0.5944	0.329071	14.24:12.97:14.07:13.79:12.3	13.474	0.525:0.568:0.531:0.54:0.59	0.551	0.59	0.566
134	hsUBA5	P17050	0.181:0.173:0.172:0.169:0.161	0.53:0.52:0.514:0.517:0.521	0.1712	0.5204	0.328978	16.7:18.34:16.55:19.28:19.75	18.124	0.443:0.389:0.448:0.357:0.342	0.396	0.448	0.4266666666666667
409	hsUBA5	P43307	0.178:0.151:0.149:0.142:0.126	0.466:0.451:0.458:0.449:0.444	0.1492	0.4536	0.328924	9.26:16.36:15.98:14.48:19.38	15.092	0.691:0.455:0.467:0.517:0.354	0.497	0.691	0.5583333333333333
1305	hsUFC1	Q99547	0.208:0.175:0.166:0.152:0.151	0.532:0.525:0.53:0.509:0.495	0.1704	0.5182	0.328831	9.34:10.2:7.51:10.98:11.63	9.932	0.689:0.66:0.75:0.634:0.612	0.669	0.75	0.6996666666666667
552	hsUBA5	P10301	0.196:0.184:0.152:0.142:0.14	0.507:0.5:0.492:0.491:0.486	0.1628	0.4952	0.328756	12.08:14.3:17.78:20.17:16.16	16.098	0.597:0.523:0.407:0.328:0.461	0.463	0.597	0.527
865	hsUFC1	P61165	0.228:0.195:0.201:0.155:0.155	0.594:0.606:0.554:0.545:0.543	0.1868	0.5684	0.328642	9.89:9.52:11.6:13.91:13.23	11.63	0.67:0.683:0.613:0.536:0.559	0.612	0.683	0.6553333333333333
1208	hsUFC1	P43307	0.144:0.13:0.122:0.114:0.0977	0.396:0.371:0.349:0.371:0.363	0.12154	0.37	0.328486	12.64:20.89:21.92:20.52:22.98	19.79	0.579:0.304:0.269:0.316:0.234	0.34	0.579	0.39966666666666667
686	hsUBA5	Q9BYE7	0.159:0.148:0.138:0.137:0.129	0.442:0.433:0.435:0.431:0.425	0.1422	0.4332	0.328255	12.28:19.92:21.61:18.98:21.59	18.876	0.591:0.336:0.28:0.367:0.28	0.371	0.591	0.43133333333333335
413	hsUBA5	Q9HBY8	0.163:0.156:0.154:0.145:0.134	0.456:0.457:0.463:0.466:0.449	0.1504	0.4582	0.328241	17.97:20.3:20.41:20.61:21.94	20.246	0.401:0.323:0.32:0.313:0.269	0.325	0.401	0.34800000000000003
496	hsUBA5	Q6NVV7	0.207:0.198:0.198:0.178:0.154	0.579:0.574:0.556:0.574:0.567	0.187	0.57	0.32807	14:13.83:16.5:14.7:18.17	15.44	0.533:0.539:0.45:0.51:0.394	0.485	0.539	0.5273333333333333
235	hsUBA5	Q9H6P5	0.189:0.176:0.174:0.144:0.142	0.495:0.519:0.513:0.493:0.495	0.165	0.503	0.328032	16.78:19.81:19.2:18.98:21.86	19.326	0.441:0.34:0.36:0.367:0.271	0.356	0.441	0.3893333333333333
1296	hsUFC1	Q86XA0	0.26:0.233:0.209:0.135:0.105	0.606:0.599:0.576:0.551:0.542	0.1884	0.5748	0.327766	9.07:10.64:11.71:18.48:21.39	14.258	0.698:0.645:0.61:0.384:0.287	0.525	0.698	0.651
1302	hsUFC1	Q9NUQ7	0.24:0.24:0.232:0.214:0.207	0.705:0.702:0.66:0.701:0.689	0.2266	0.6914	0.327741	11.98:10.45:12.11:13.57:15.05	12.632	0.601:0.652:0.596:0.548:0.498	0.579	0.652	0.6163333333333333
796	hsUBA5	A6NLC8	0.27:0.149:0.143:0.143:0.138	0.515:0.516:0.52:0.517:0.505	0.1686	0.5146	0.327633	10.1:17.14:17.23:15.04:19.34	15.77	0.663:0.429:0.426:0.499:0.355	0.474	0.663	0.5303333333333333
846	hsUFC1	Q7Z5J8	0.318:0.243:0.222:0.187:0.173	0.717:0.692:0.699:0.685:0.698	0.2286	0.6982	0.327413	19.44:21.78:23.08:26.53:25.75	23.316	0.352:0.274:0.231:0.116:0.142	0.223	0.352	0.2856666666666667
1243	hsUFC1	Q9NQZ6	0.188:0.162:0.121:0.114:0.113	0.446:0.429:0.42:0.421:0.416	0.1396	0.4264	0.327392	14.27:16.55:16.89:18.2:20.45	17.272	0.524:0.448:0.437:0.393:0.318	0.424	0.524	0.4696666666666667
672	hsUBA5	O14807	0.197:0.183:0.15:0.15:0.146	0.516:0.506:0.501:0.499:0.501	0.1652	0.5046	0.327388	12.55:16.97:18.22:18.33:20.67	17.348	0.582:0.434:0.393:0.389:0.311	0.422	0.582	0.4696666666666667
1479	hsUFC1	Q9Y276	0.177:0.156:0.157:0.139:0.13	0.473:0.47:0.459:0.46:0.458	0.1518	0.464	0.327155	16.62:20.12:18.7:21.91:22.69	20.008	0.446:0.329:0.377:0.27:0.244	0.333	0.446	0.384
961	hsUFC1	Q9NYN1	0.168:0.16:0.149:0.144:0.138	0.473:0.467:0.462:0.463:0.458	0.1518	0.4646	0.326733	13.27:13.5:16.22:15.52:15.24	14.75	0.558:0.55:0.459:0.483:0.492	0.508	0.558	0.5333333333333333
365	hsUBA5	P62834	0.214:0.17:0.164:0.161:0.147	0.538:0.527:0.522:0.521:0.512	0.1712	0.524	0.326718	12.18:18.59:16.78:17.72:16.08	16.27	0.594:0.38:0.441:0.409:0.464	0.458	0.594	0.49966666666666665
610	hsUBA5	P10114	0.214:0.166:0.167:0.16:0.149	0.539:0.524:0.518:0.521:0.52	0.1712	0.5244	0.326468	13.88:18.52:16.58:14.98:16.88	16.168	0.537:0.383:0.447:0.501:0.437	0.461	0.537	0.495
638	hsUBA5	Q6ZTW0	0.182:0.161:0.156:0.14:0.133	0.488:0.473:0.477:0.466:0.462	0.1544	0.4732	0.326289	15.03:19.28:19.14:19.91:20.98	18.868	0.499:0.357:0.362:0.336:0.301	0.371	0.499	0.40599999999999997
326	hsUBA5	Q9NUD7	0.162:0.145:0.144:0.136:0.117	0.436:0.437:0.435:0.43:0.423	0.1408	0.4322	0.325775	14.59:18.09:17.55:20.73:24.06	19.004	0.514:0.397:0.415:0.309:0.198	0.367	0.514	0.442
730	hsUBA5	Q9UBJ2	0.168:0.155:0.141:0.148:0.139	0.48:0.49:0.507:0.418:0.411	0.1502	0.4612	0.325672	22.39:25.02:22.31:25.7:24.98	24.08	0.254:0.166:0.256:0.143:0.167	0.197	0.256	0.22566666666666668
964	hsUFC1	Q9BQ15	0.156:0.155:0.151:0.137:0.135	0.457:0.456:0.454:0.446:0.441	0.1468	0.4508	0.325643	14.86:13.22:14.23:16.44:13.83	14.516	0.505:0.559:0.526:0.452:0.539	0.516	0.559	0.5413333333333333
1445	hsUFC1	Q9UGN5	0.222:0.204:0.211:0.182:0.183	0.621:0.633:0.602:0.623:0.598	0.2004	0.6154	0.325642	17.12:16.23:15.88:19.53:21.41	18.034	0.429:0.459:0.471:0.349:0.286	0.399	0.471	0.453
830	hsUFC1	P51452	0.2:0.199:0.187:0.174:0.123	0.553:0.551:0.549:0.541:0.52	0.1766	0.5428	0.32535	9.95:9.02:9.42:10.85:18.95	11.638	0.668:0.699:0.686:0.638:0.368	0.612	0.699	0.6843333333333333
1220	hsUFC1	Q14773	0.163:0.136:0.14:0.123:0.117	0.452:0.44:0.385:0.415:0.395	0.1358	0.4174	0.325347	14.94:19.23:17.36:18.72:19.98	18.046	0.502:0.359:0.421:0.376:0.334	0.398	0.502	0.433
1039	hsUFC1	Q9H3K2	0.182:0.182:0.178:0.154:0.135	0.523:0.509:0.521:0.494:0.51	0.1662	0.5114	0.32499	16.42:15.96:15.6:18.31:22.05	17.668	0.453:0.468:0.48:0.39:0.265	0.411	0.48	0.467
431	hsUBA5	Q14195	0.186:0.182:0.17:0.163:0.161	0.535:0.532:0.53:0.528:0.528	0.1724	0.5306	0.324915	17.58:20.86:22.5:21.67:22.23	20.968	0.414:0.305:0.25:0.278:0.259	0.301	0.414	0.3323333333333333
146	hsUBA5	Q8N3Y1	0.167:0.161:0.155:0.155:0.142	0.487:0.477:0.485:0.475:0.477	0.156	0.4802	0.324865	21.62:18.62:18.95:22.27:23	20.892	0.279:0.379:0.368:0.258:0.233	0.304	0.379	0.342
1427	hsUFC1	Q11203	0.236:0.188:0.176:0.163:0.157	0.584:0.566:0.562:0.557:0.563	0.184	0.5664	0.324859	13.88:17.27:13.77:19.67:20.78	17.074	0.537:0.424:0.541:0.344:0.307	0.431	0.541	0.5006666666666667
1241	hsUFC1	P51160	0.228:0.208:0.193:0.199:0.193	0.652:0.63:0.639:0.612:0.612	0.2042	0.629	0.324642	18.73:21.97:21.92:22.16:21.31	21.218	0.376:0.268:0.269:0.261:0.29	0.293	0.376	0.31166666666666665
282	hsUBA5	Q9Y2A7	0.315:0.234:0.206:0.201:0.188	0.718:0.697:0.703:0.702:0.704	0.2288	0.7048	0.324631	6.73:14.55:21.77:23.62:24.16	18.166	0.776:0.515:0.274:0.213:0.195	0.394	0.776	0.5216666666666667
9	hsUBA5	Q96AZ1	0.167:0.16:0.158:0.154:0.147	0.493:0.476:0.483:0.489:0.483	0.1572	0.4848	0.324257	12.75:12.77:14.89:14.75:16.25	14.282	0.575:0.574:0.504:0.508:0.458	0.524	0.575	0.5523333333333333
422	hsUBA5	Q8N4T8	0.174:0.16:0.16:0.151:0.15	0.493:0.491:0.487:0.492:0.489	0.159	0.4904	0.324225	18.8:20.44:20.23:18.55:20.19	19.642	0.373:0.319:0.326:0.382:0.327	0.345	0.382	0.3606666666666667
292	hsUBA5	O95822	0.177:0.173:0.172:0.172:0.163	0.532:0.54:0.525:0.519:0.53	0.1714	0.5292	0.323885	12.48:14.77:12.53:15.23:16.83	14.368	0.584:0.508:0.582:0.492:0.439	0.521	0.584	0.5579999999999999
662	hsUBA5	P35227	0.162:0.152:0.143:0.137:0.124	0.455:0.437:0.443:0.443:0.439	0.1436	0.4434	0.323861	15.94:14.87:19.58:18.81:19.69	17.778	0.469:0.504:0.347:0.373:0.344	0.407	0.504	0.44866666666666666
407	hsUBA5	O14753	0.168:0.161:0.157:0.146:0.137	0.481:0.479:0.474:0.472:0.469	0.1538	0.475	0.323789	12.76:15.67:13.28:14.04:18.2	14.79	0.575:0.478:0.557:0.532:0.393	0.507	0.575	0.5546666666666666
1230	hsUFC1	Q14195	0.223:0.21:0.205:0.193:0.185	0.63:0.632:0.627:0.628:0.621	0.2032	0.6276	0.323773	16.94:17.62:19.53:18.72:19.41	18.444	0.435:0.413:0.349:0.376:0.353	0.385	0.435	0.408
657	hsUBA5	O94886	0.206:0.181:0.18:0.167:0.158	0.556:0.561:0.558:0.548:0.538	0.1784	0.5522	0.323071	20.31:18.27:21.89:23.83:24.34	21.728	0.323:0.391:0.27:0.206:0.189	0.276	0.391	0.328
491	hsUBA5	Q8IZ81	0.169:0.165:0.151:0.14:0.119	0.473:0.476:0.457:0.454:0.443	0.1488	0.4606	0.323057	15.19:14.12:18.84:20.94:22.33	18.284	0.494:0.529:0.372:0.302:0.256	0.391	0.529	0.465
1313	hsUFC1	Q2M5E4	0.174:0.173:0.168:0.164:0.148	0.526:0.52:0.508:0.497:0.51	0.1654	0.5122	0.322921	10.15:9.96:9.38:10.48:10.98	10.19	0.662:0.668:0.687:0.651:0.634	0.66	0.687	0.6723333333333333
388	hsUBA5	Q9NPD8	0.196:0.165:0.163:0.149:0.141	0.517:0.512:0.503:0.499:0.492	0.1628	0.5046	0.322632	15.22:15.57:15.26:16.06:18.05	16.032	0.493:0.481:0.491:0.465:0.398	0.466	0.493	0.48833333333333334
16	hsUBA5	Q8IY45	0.194:0.163:0.153:0.13:0.123	0.49:0.474:0.46:0.473:0.468	0.1526	0.473	0.322622	14.62:14.48:15.78:20.55:22.3	17.546	0.513:0.517:0.474:0.315:0.257	0.415	0.517	0.5013333333333333
901	hsUFC1	Q9NX08	0.18:0.159:0.157:0.153:0.127	0.485:0.499:0.478:0.479:0.465	0.1552	0.4812	0.322527	12.88:9.24:12.91:14.98:12.84	12.57	0.571:0.692:0.57:0.501:0.572	0.581	0.692	0.6116666666666666
362	hsUBA5	Q8WVX9	0.202:0.186:0.185:0.179:0.168	0.573:0.58:0.562:0.57:0.568	0.184	0.5706	0.322468	10.98:12.39:13.67:19.03:15.45	14.304	0.634:0.587:0.544:0.366:0.485	0.523	0.634	0.5883333333333334
57	hsUBA5	Q96NT0	0.179:0.169:0.163:0.162:0.145	0.515:0.512:0.505:0.507:0.498	0.1636	0.5074	0.322428	13.12:16.08:18.16:16.77:17.8	16.386	0.563:0.464:0.395:0.441:0.407	0.454	0.563	0.48933333333333334
68	hsUBA5	Q9BYZ6	0.184:0.177:0.174:0.172:0.147	0.538:0.536:0.529:0.526:0.523	0.1708	0.5304	0.322021	19.8:19.97:21.92:21.62:24.28	21.518	0.34:0.334:0.269:0.279:0.191	0.283	0.34	0.3176666666666667
785	hsUBA5	Q68J44	0.164:0.164:0.156:0.155:0.152	0.502:0.487:0.495:0.486:0.487	0.1582	0.4914	0.321937	14.62:12.94:13.38:14.16:13.8	13.78	0.513:0.569:0.554:0.528:0.54	0.541	0.569	0.5543333333333333
359	hsUBA5	O95980	0.187:0.171:0.17:0.165:0.165	0.538:0.539:0.534:0.528:0.527	0.1716	0.5332	0.32183	21.98:24.88:24.73:25.48:26.09	24.632	0.267:0.171:0.176:0.151:0.13	0.179	0.267	0.20466666666666666
1	hsUBA5	Q96MN2	0.215:0.206:0.19:0.187:0.185	0.619:0.604:0.619:0.606:0.607	0.1966	0.611	0.321768	19.19:10.61:22.06:23.42:23.09	19.674	0.36:0.646:0.265:0.219:0.23	0.344	0.646	0.4236666666666667
663	hsUBA5	O43427	0.177:0.171:0.162:0.157:0.148	0.517:0.516:0.507:0.5:0.493	0.163	0.5066	0.321753	16.06:15.51:16.45:16.56:17.48	16.412	0.465:0.483:0.452:0.448:0.417	0.453	0.483	0.4666666666666667
227	hsUBA5	Q8N4S7	0.163:0.15:0.15:0.148:0.141	0.474:0.469:0.466:0.465:0.464	0.1504	0.4676	0.321642	14.77:16.56:17.52:17.73:18.36	16.988	0.508:0.448:0.416:0.409:0.388	0.434	0.508	0.4573333333333333
1179	hsUFC1	P59044	0.242:0.24:0.182:0.18:0.172	0.656:0.633:0.641:0.636:0.593	0.2032	0.6318	0.321621	16.38:15.96:21.64:23.16:23.23	20.074	0.454:0.468:0.279:0.228:0.226	0.331	0.468	0.4003333333333334
725	hsUBA5	P49748	0.214:0.203:0.187:0.173:0.172	0.599:0.589:0.587:0.588:0.588	0.1898	0.5902	0.321586	16.53:15.14:16.19:20.61:21.72	18.038	0.449:0.495:0.46:0.313:0.276	0.399	0.495	0.468
414	hsUBA5	Q9BRP0	0.174:0.147:0.148:0.144:0.144	0.471:0.475:0.467:0.473:0.468	0.1514	0.4708	0.32158	11.99:16.64:19.59:17.11:15.1	16.086	0.6:0.445:0.347:0.43:0.497	0.464	0.6	0.514
996	hsUFC1	Q2M389	0.265:0.199:0.185:0.18:0.163	0.638:0.613:0.605:0.61:0.621	0.1984	0.6174	0.321348	17.59:22.3:25.3:23.97:26.61	23.154	0.414:0.257:0.157:0.201:0.113	0.228	0.414	0.2906666666666667
1591	hsUFC1	Q7Z444	0.155:0.151:0.149:0.138:0.112	0.447:0.449:0.442:0.434:0.428	0.141	0.44	0.320455	17.14:15.6:16.58:17.66:22.44	17.884	0.429:0.48:0.447:0.411:0.252	0.404	0.48	0.452
261	hsUBA5	P23610	0.151:0.145:0.139:0.131:0.133	0.433:0.451:0.428:0.444:0.429	0.1398	0.437	0.319908	19.28:18.58:22.23:21.52:21.69	20.66	0.357:0.381:0.259:0.283:0.277	0.311	0.381	0.3403333333333333
1340	hsUFC1	P61225	0.237:0.177:0.171:0.129:0.123	0.551:0.525:0.519:0.518:0.508	0.1674	0.5242	0.319344	9.34:12.45:12.71:14.77:18.38	13.53	0.689:0.585:0.576:0.508:0.387	0.549	0.689	0.6166666666666666
203	hsUBA5	Q56VL3	0.198:0.188:0.156:0.153:0.146	0.54:0.536:0.518:0.522:0.521	0.1682	0.5274	0.318923	10.42:11.46:13.62:12.89:16.84	13.046	0.653:0.618:0.546:0.57:0.439	0.565	0.653	0.6136666666666667
315	hsUBA5	Q969V3	0.25:0.159:0.149:0.15:0.142	0.54:0.536:0.533:0.526:0.531	0.17	0.5332	0.31883	11.67:21.7:23.3:20.05:21.16	19.576	0.611:0.277:0.223:0.332:0.295	0.347	0.611	0.4126666666666667
656	hsUBA5	O94844	0.161:0.161:0.165:0.149:0.151	0.51:0.5:0.488:0.502:0.47	0.1574	0.494	0.318623	23.27:23.38:22.55:21.83:25.12	23.23	0.224:0.221:0.248:0.272:0.163	0.226	0.272	0.248
244	hsUBA5	Q86W26	0.18:0.156:0.149:0.15:0.139	0.506:0.48:0.487:0.479:0.479	0.1548	0.4862	0.318387	17.59:20.02:23.53:24.48:24.84	22.092	0.414:0.333:0.216:0.184:0.172	0.264	0.414	0.321
1364	hsUFC1	Q86V24	0.191:0.167:0.166:0.158:0.153	0.529:0.527:0.529:0.521:0.517	0.167	0.5246	0.318338	17.86:19.42:19.41:18.81:20.81	19.262	0.405:0.353:0.353:0.373:0.306	0.358	0.405	0.377
648	hsUBA5	P09917	0.215:0.21:0.198:0.191:0.182	0.628:0.63:0.63:0.627:0.615	0.1992	0.626	0.318211	17.02:17.22:17.56:20.72:21.81	18.866	0.433:0.426:0.415:0.309:0.273	0.371	0.433	0.42466666666666664
380	hsUBA5	P59044	0.181:0.19:0.166:0.154:0.164	0.557:0.52:0.562:0.546:0.502	0.171	0.5374	0.318199	21.97:21.17:23.94:25.27:23.95	23.26	0.268:0.294:0.202:0.158:0.202	0.225	0.294	0.25466666666666665
194	hsUBA5	P57771	0.17:0.172:0.159:0.154:0.147	0.514:0.5:0.502:0.504:0.503	0.1604	0.5046	0.317876	14.14:13.38:12.82:12.29:15.24	13.574	0.529:0.554:0.573:0.59:0.492	0.548	0.59	0.5723333333333334
487	hsUBA5	Q9BVK8	0.184:0.156:0.154:0.148:0.139	0.507:0.485:0.493:0.485:0.487	0.1562	0.4914	0.317867	17.59:15.95:15.22:15.84:18.64	16.648	0.414:0.468:0.493:0.472:0.379	0.445	0.493	0.4776666666666667
754	hsUBA5	Q9HAY6	0.201:0.185:0.182:0.177:0.176	0.585:0.574:0.584:0.578:0.578	0.1842	0.5798	0.317696	14.19:15.34:17.38:19.41:20.28	17.32	0.527:0.489:0.421:0.353:0.324	0.423	0.527	0.479
1226	hsUFC1	Q9H9V9	0.249:0.231:0.229:0.219:0.216	0.725:0.723:0.717:0.723:0.714	0.2288	0.7204	0.317601	9.73:10.73:10.45:11.11:11.96	10.796	0.676:0.642:0.652:0.63:0.601	0.64	0.676	0.6566666666666667
1304	hsUFC1	Q9H469	0.213:0.192:0.174:0.162:0.139	0.57:0.56:0.555:0.556:0.532	0.176	0.5546	0.317346	11.48:12.85:14.25:15.41:17	14.198	0.617:0.572:0.525:0.486:0.433	0.527	0.617	0.5713333333333334
285	hsUBA5	Q8N8R3	0.186:0.144:0.139:0.135:0.116	0.463:0.456:0.458:0.446:0.446	0.144	0.4538	0.31732	14.39:20.55:18.28:20.36:23.55	19.426	0.52:0.315:0.391:0.321:0.215	0.352	0.52	0.4106666666666667
927	hsUFC1	Q9UBS8	0.141:0.135:0.131:0.127:0.128	0.415:0.419:0.424:0.417:0.412	0.1324	0.4174	0.317202	22.94:21.81:23.97:22.56:22.69	22.794	0.235:0.273:0.201:0.248:0.244	0.24	0.273	0.255
21	hsUBA5	Q3KNV8	0.231:0.143:0.133:0.132:0.131	0.504:0.484:0.481:0.48:0.479	0.154	0.4856	0.317133	13.53:20:20.97:23.34:20.81	19.73	0.549:0.333:0.301:0.222:0.306	0.342	0.549	0.396
62	hsUBA5	O43169	0.225:0.18:0.156:0.152:0.139	0.552:0.541:0.533:0.532:0.53	0.1704	0.5376	0.316964	11.79:15.25:15.3:14.87:16.31	14.704	0.607:0.492:0.49:0.504:0.456	0.51	0.607	0.5343333333333333
537	hsUBA5	Q9Y3L5	0.203:0.172:0.159:0.156:0.142	0.538:0.529:0.523:0.518:0.518	0.1664	0.5252	0.316832	14.8:15.64:19.55:16.42:17.38	16.758	0.507:0.479:0.348:0.453:0.421	0.441	0.507	0.4796666666666667
717	hsUBA5	Q08426	0.301:0.208:0.201:0.172:0.16	0.664:0.666:0.651:0.658:0.652	0.2084	0.6582	0.316621	7.71:13.39:15.41:21.91:22.89	16.262	0.743:0.554:0.486:0.27:0.237	0.458	0.743	0.5943333333333334
650	hsUBA5	Q32M45	0.185:0.18:0.179:0.173:0.173	0.56:0.572:0.559:0.564:0.556	0.178	0.5622	0.316613	24.28:23.41:23.05:25.56:25.59	24.378	0.191:0.22:0.232:0.148:0.147	0.187	0.232	0.21433333333333335
621	hsUBA5	P62070	0.185:0.162:0.156:0.149:0.147	0.513:0.506:0.502:0.503:0.5	0.1598	0.5048	0.316561	15.2:17.84:18.31:20:18.02	17.874	0.493:0.405:0.39:0.333:0.399	0.404	0.493	0.43233333333333335
366	hsUBA5	Q9NYS0	0.167:0.16:0.156:0.148:0.142	0.48:0.494:0.492:0.487:0.489	0.1546	0.4884	0.316544	18.28:16.64:20.03:18.19:19.72	18.572	0.391:0.445:0.332:0.394:0.343	0.381	0.445	0.41000000000000003
516	hsUBA5	O75342	0.214:0.213:0.212:0.211:0.196	0.665:0.666:0.658:0.657:0.66	0.2092	0.6612	0.316394	16.83:16.81:15.79:16.77:20.83	17.406	0.439:0.44:0.474:0.441:0.306	0.42	0.474	0.45166666666666666
